,China,France,United Kingdom,India,Pakistan,North Korea,Russian Federation,United States
1960,,0.19451364926258,1.60290598783406,,,,,0.0692777977163337
1961,,0.339241900756096,1.73773532537689,,,,,0.215179689322422
1962,,0.542717488583427,2.29970326409496,,,,,0.268683990460557
1963,,0.505094298721006,3.65206414780388,,,,,0.353732927008749
1964,,0.663351596601209,4.45826824978973,,,,,0.343260630424641
1965,,0.992291599917074,7.73357860044455,,,,,0.349964001913936
1966,,1.4492884408869,10.0203708384756,,,,,0.487348894616474
1967,,2.49901613537977,11.215236957234,,,,,0.594980561581967
1968,,2.87079399072001,11.7646001877664,,,,,0.952330207445297
1969,,3.60488798370672,12.2424874212382,,,,,0.975677779516332
1970,,3.88974404380815,10.4881176062642,,,,,1.43630329868199
1971,0,5.99041379797111,10.7712038036253,1.79260062665703,1.37348124669836,0,,2.38067841585553
1972,0,8.5233147002646,11.1802471391004,1.60672755119406,1.37348124669836,0,,3.12315482232543
1973,0,8.07690621780963,9.95088003639569,3.29138963679323,3.62898412319446,0,,4.53658568849087
1974,0,7.86472354386209,12.3409519753893,2.87696601371971,5.0639894086496,0,,6.19469840369686
1975,0,9.84813323690999,11.2035156394254,3.05611805507064,6.08590685041746,0,,9.12468426181905
1976,0,7.66454383382639,13.1339477402926,3.40113998849553,5.91085271317829,0,,9.47493331250348
1977,0,8.54644808743169,14.2054449295425,2.29661976386867,3.87055254206123,0,,11.9122723245361
1978,0,13.4794048066506,12.994393671761,2.51523213685769,1.86666666666667,0,,12.6481474606314
1979,0,16.6175265834681,12.8272698354233,2.55005717020767,0.747848172710597,0,,11.4619757143287
1980,0,23.8045455252071,13.0330093532955,2.49233861256218,0.0133564845732603,0,,10.9661272514543
1981,0,38.2128215361173,13.7222304542514,2.28292904103378,0.933881210310048,0,,11.8601211970009
1982,0,39.1136504014824,16.1854562051856,1.42915706591651,1.03459972862958,0,,12.6119071712737
1983,0,48.8425949437803,18.1182797649936,2.33373918194083,1.1575366807128,0,,12.7110214614706
1984,0,59.2692459081428,19.2509878885576,2.37082632751729,1.48127828830064,0,,13.5514148151241
1985,0,65.4203424861482,20.7299156145345,2.67725675225433,1.50415163239577,0,,15.5119379662836
1986,0,70.4864202255854,19.7354311770306,2.46211471238558,1.68040955097894,0,,16.625980594941
1987,0,70.5341061836883,18.3123151794831,2.26918327429401,1.74894610319479,0,,17.7605001054399
1988,0,70.6044096844954,20.6903297749548,2.38089390962672,0.767580308845305,0,,19.5445343350448
1989,0,75.317321464858,22.9420324618214,1.70150615485362,0.0867026964538597,0,,17.9407113942132
1990,0,75.2832581094394,20.6917279035735,2.09782326496591,0.777745334855201,0,10.9323828815176,19.0953702261106
1991,0,73.3682895937221,21.9519405511713,1.73058611271206,0.937286980231766,0,11.2327425683159,19.9514883759513
1992,0,73.5732406398977,24.0513424310935,1.99477432002396,1.19237861094038,0,11.8623630323764,20.056582941891
1993,0.191317022086143,78.3955848347933,27.7782786439308,1.49593315689562,0.981321328436599,0,12.4710422286445,19.0766087182148
1994,1.58966652123093,75.8504655568034,27.1616865216107,1.44519245777392,0.954159275511157,0,11.1809491805171,19.6684077721093
1995,1.27322370757823,76.797685672464,26.7569754187357,1.88405797101449,0.84800814649648,0,11.5866108825577,20.0598925239449
1996,1.32729763756202,78.0383376541755,27.1020546043233,2.04748651900206,0.585200845665962,0,12.8847058378616,19.5881732362997
1997,1.26931528460552,78.9426618094715,28.1075662981843,2.13316464908458,0.603330383718124,0,13.0222498541721,18.1460533410308
1998,1.20770877944325,76.4864982080408,27.552419276668,2.36664542601404,0.434064926331234,0,12.7476884829016,18.7704888731882
1999,1.20563549305725,75.6362268987044,26.0459958932238,2.42757938325668,0.60656734569778,0,14.4170382103444,19.9247064387534
2000,1.23453056564026,77.5736942808455,22.7213355592654,2.96688713822303,2.93176346232897,0,14.9138359871667,19.8147239675252
2001,1.17978404387997,77.2211279952172,23.5621181688844,3.31111190453117,3.16305398315615,0,15.397494526797,20.6470146771244
2002,1.51901504324843,78.8902335494825,22.8416906096023,3.17607477125382,2.29842544647575,0,15.9256818754273,19.9811047042283
2003,2.26831802088703,78.5515330255884,22.4258086703214,2.7318668115058,2.1774093777063,0,16.4428957660708,19.4299925838217
2004,2.29039955489035,78.81714757961,20.4455655569697,2.48702102805446,3.26408109402189,0,15.5614820868798,19.607601589169
2005,2.12312424963987,79.0478107876263,20.6405243964737,2.42071609823714,2.6530241698619,0,15.7119892678301,18.9915076224786
2006,1.91360363774157,79.0596594501187,19.1777444526345,2.42987707163756,2.32963049698105,0,15.7401659179064,19.0922315755445
2007,1.893174151911,77.9992266240009,16.0388425609014,2.05898030873169,3.21656683496932,0,15.7922989858881,19.3489927530953
2008,1.97260890318803,77.2583429734776,13.6387495777356,1.75952284126339,1.76606706252183,0,15.7049433231481,19.2909937416244
2009,1.88782902891769,77.2120912895755,18.521407453273,2.03161009133306,3.03491091372422,0,16.5228853233944,19.9311229787331
2010,1.76021942226301,75.9405265069956,16.4183915577656,2.68180221683125,3.62349550771317,0,16.4474827142907,19.2664460909667
2011,1.83533583670166,79.5116603010559,18.9561217170982,3.00473878957987,5.53685981701546,0,16.4236311266561,18.9848461910931
2012,1.95384626495467,75.9627798342556,19.5575420360067,2.92649741907967,4.73654096228869,0,16.6026224314116,18.7579199060429
2013,2.05300514092809,74.7044863069252,19.8628306509918,2.87400331835372,4.89065682770283,0,16.3114404556023,19.1738311600765
2014,2.33928636039921,78.2355882895947,19.0126247789247,2.79063943071017,4.7575429020077,0,17.0150979024468,19.2302385002996
2015,,77.6278008284028,20.9138531793695,,,,,19.3237776259423
2016,,,,,,,,
2017,,,,,,,,
2018,,,,,,,,
