name,latitude,longitude
Blackstone/Tupperware,42.014467,-71.5444
Halifax,36.7817,-78.9236
Box Canyon Dam,41.2792,-122.3292
Olsen,40.670536,-121.890645
Columbus MS,33.3602,-88.46
Cosmo Specialty Fibers Plant,46.954071,-123.761086
Nippon Dynawave Packaging Longview WA,46.1236,-122.9728
International Paper Co. - New Bern Mill,35.212,-77.1144
Domtar Paper Co LLC Plymouth NC,35.8628,-76.7831
Domtar Paper Company Rothschild,44.8867,-89.6272
IP Springfield Oregon,44.0569,-122.9555
International Paper Valliant OK,33.9961,-95.1114
B Braun Medical,33.688721,-117.834793
"Multitrade Rabun Gap, LLC",34.9536,-83.3786
US Gypsum Oakfield,43.0647,-78.2972
Williams Ignacio Natural Gas Plant,37.145556,-107.784722
Vallecito Hydroelectric,37.377715,-107.578745
Pinetree Power,44.3274,-71.68
Vulcan-BN Geothermal Power Company,33.1633,-115.6167
York County Resource Recovery,40.0017,-76.7183
Watson Cogeneration,33.816647,-118.244841
Woodward Power Plant,37.860653,-120.879153
Frankenheimer Power Plant,37.830378,-120.806972
Nelson Creek,41.028893,-121.892351
Oxnard Wastewater Treatment Plant,34.140501,-119.184529
Regional Waste Systems,43.6556,-70.3347
Rocky Brook Hydroelectric,47.7197,-122.9431
Texas Petrochemicals,29.6981,-95.2547
Robbins Lumber,44.3331,-69.2019
SDS Lumber Gorge Energy Division,45.713079,-121.469178
San Dimas Wash Generating Station,34.124171,-117.805091
San Antonio Regional Hospital,34.1019,-117.6381
Purdue University,40.4172,-86.9122
Tenet Hospital,31.7697,-106.5014
Bucksport Generation LLC,44.5738,-68.8046
Canton North Carolina,35.535,-82.8411
International Paper Pensacola,30.5966,-87.3264
Verso Paper Quinnesec Mich Mill,45.7956,-87.9556
Sartell Dam,45.617996,-94.200786
KapStone Kraft Paper Corp,36.4769,-77.6414
Oakwood Hospital & Medical Center,42.2917,-83.2119
New Lahontan,39.463569,-119.065227
Redlands Water & Power,39.067347,-108.592791
Hewittville Hydroelectric,44.705167,-75.007933
Unionville Hydro Project 2499 NY,44.714518,-74.996581
ExxonMobil Santa Ynez Facility,34.464819,-120.044365
Pioneer Valley Resource Recovery,42.0906,-72.5917
Simplot Leasing Don Plant,42.908412,-112.52944
Park 500 Philip Morris USA,37.3389,-77.2806
Wintec Energy Ltd,33.9131,-116.5631
Worumbo Hydro Station,43.994729,-70.061921
Archbald Power Station,41.485,-75.5406
Dahowa Hydro,43.1033,-73.5369
San Gorgonio Farms Wind Farm,33.926111,-116.615
Luke Mill,39.4736,-79.0569
Lower Village Water Power Project,43.374292,-72.347603
SEMASS Resource Recovery,41.8022,-70.7875
Bethpage Power Plant,40.7469,-73.4994
Wadham Energy LP,39.1062,-122.1096
Packaging Corp of America,35.0471,-88.2661
Wheelabrator Lassen,40.4352,-122.2704
AltaGas Ripon Energy Inc.,37.732533,-121.116006
AltaGas Pomona Energy Inc.,34.059444,-117.774167
Shell Deer Park,29.723185,-95.128856
Alpena Cement Plant,45.069929,-83.408182
University of Oklahoma,35.2089,-97.4424
Utility Plants Section,64.825601,-147.648627
Standby Generation Plant,30.4736,-87.2361
Passaic Valley Water Commission,40.883345,-74.22999
Pembroke Hydro,43.130362,-71.453632
Chasm Hydro Partnership,44.9318,-74.1125
Bunge North America East LLC,40.846525,-84.933264
Par Sterile Products,42.68367,-83.11434
Site 980 65,37.056803,-119.899706
Marco Ranch,42.636558,-114.557764
Newfound Hydroelectric,43.59,-71.73295
Nalco,41.800909,-88.197156
Byllesby,44.5119,-92.9394
West Point Treatment Plant,47.661111,-122.446389
Gay Robinson,21.9178,-159.6294
Mooseheart Power House,41.8244,-88.3331
PCS Nitrogen Fertilizer LP,30.226977,-91.055114
Smithtown Energy Partners LP,40.884167,-73.243611
Oyster Bay Energy Partners LP,40.768333,-73.456666
Onondaga Energy Partners LP,43.0403,-76.2844
Oceanside Energy,40.6369,-73.6383
Forks of Butte Hydro Project,39.869284,-121.631865
Rolfe Canal Hydro,43.27456,-71.604027
Nacimiento Hydro Project,35.798576,-120.883331
Penacook Lower Falls,43.285761,-71.594962
Newport Hydro,43.1853,-75.0169
Sloss Industries Corp,33.568164,-86.79873
Michell Butte Power Project,43.771896,-117.155023
Owyhee Dam Power Project,43.641603,-117.24374
Tunnel 1 Power Project,43.642023,-117.232674
Mesquite Lake Energy Park Plant 2,32.903826,-115.511949
Ridgewood Providence Power,41.8069,-71.53
University of Notre Dame,41.7094,-86.2367
Cornell University Central Heat,42.4428,-76.4764
"The Mosaic Company, Plant City Facility",28.1663,-82.1388
Paxton Creek Cogeneration,40.2653,-76.8771
East Portal Generator,34.2619,-118.6242
Upriver Dam Hydro Plant,47.6822,-117.3319
Twin Reservoirs,46.088333,-118.254722
Gregg Falls,43.0168,-71.5679
Newark Bay Cogeneration Partnership LP,40.7197,-74.13
Windland,35.0522,-118.3581
Phillips 66 Carbon Plant,38.018056,-122.2344
Port Allen (LA),30.477,-91.211
Eielson AFB Central Heat & Power Plant,64.67141,-147.075988
Friant Hydro Facility,36.997694,-119.703451
Georgia-Pacific Corp - Nekoosa Mill,44.3142,-89.8964
Dillard Complex,43.0895,-123.4156
Pixelle Specialty Solutions LLC - Spring Grove Facility,39.870935,-76.868117
International Paper Savanna Mill,32.100354,-81.124248
Sand Bar Power Plant,38.1861,-120.15
BP Chemicals Green Lake Plant,28.5707,-96.8333
Somerset Plant,44.703467,-69.647441
Mobile Energy Services LLC,30.736487,-88.051643
Park Mill,45.1058,-87.6514
Menominee Mill Marinette,45.1069,-87.6378
Chester Operations,39.843743,-75.358801
Rutgers Biomedical and Health Cogen,40.73928,-74.187633
Olmsted Waste Energy,44.026072,-92.432313
Penacook Upper Falls Hydro,43.283208,-71.600827
Tannery Island Power,43.98,-75.6131
Orchard Avenue 1,46.596413,-120.677489
Cowiche,46.692628,-120.737194
Duluth Paper Mill,46.734957,-92.162085
Bronx Zoo,40.844114,-73.876888
University of Michigan,42.281167,-83.734617
Ada Dam,42.950642,-85.485944
Sugarloaf Hydro Plant,39.252672,-106.374808
Cascade Dam,42.909408,-85.49888
French Landing Dam,42.214264,-83.440692
Oconto Falls Lower,44.8719,-88.1439
S D Warren Westbrook,43.684857,-70.353152
Indeck Silver Springs Energy Center,42.6544,-78.0772
Indeck Oswego Energy Center,43.471745,-76.493474
Indeck Yerkes Energy Center,42.9671,-78.9182
Procter & Gamble Cincinnati Plant,39.175,-84.5042
Indeck Corinth Energy Center,43.25,-73.8125
Cheboygan,45.637537,-84.481387
Procter & Gamble Mehoopany Mill,41.574259,-76.043233
Oxnard,34.196,-119.1667
Flint River Operations,32.2544,-84.0667
Buckeye Florida LP,30.0688,-83.5253
Rocky Mount Mill,35.960058,-77.802435
Deer Park Plant,29.71,-95.112777
"Covanta Niagara I, LLC",43.0839,-79.0056
Suwannee River Chemical Complex,30.4447,-82.7842
Swift Creek Chemical Complex,30.4522,-82.8644
Corpus Christi,27.811083,-97.595813
Packaging of America Tomahawk Mill,45.4431,-89.7342
Georgia-Pacific Big Island,37.534,-79.357
Tennessee Eastman Operations,36.5219,-82.5431
Clewiston Sugar House,26.7351,-80.9377
Bryant Sugar House,26.814167,-80.662777
Altech III,33.915023,-116.555064
PPG Powerhouse A,30.225054,-93.28128
PPG Riverside,30.221746,-93.280693
PPG Powerhouse C,30.22612,-93.295173
PPG Plant C Caustic,30.226444,-93.293765
Axiall Natrium Plant,39.7475,-80.8547
Gas Utilization Facility,32.679172,-117.246698
Double C Generation Limited Partnership,35.5005,-119.046
Kern Front Limited,35.51647,-119.040128
High Sierra Limited,35.509041,-119.030546
Bayonne Plant Holding LLC,40.655325,-74.112442
Capitol District Energy Center,41.7639,-72.6925
PCS Phosphate,35.376266,-76.779864
Mosaic Co Mulberry Facility,27.891667,-81.925
Glen Park Hydroelectric Project,44.000608,-75.961156
Stillwater Reservoir Hydro,43.897386,-75.04
Fort Miller Hydroelectric Facility,43.160868,-73.584076
Equilon Los Angeles Refining,33.791667,-118.234722
Victory Garden (Tehachapi),35.0686,-118.3833
Painted Hills Wind Park,33.9369,-116.6183
Santa Clara (85C),37.7361,-121.6475
Mesa Wind Power Corp,33.9461,-116.6769
Sky River LLC,35.2608,-118.2469
SRI International Cogen Project,37.455314,-122.172797
Boltonville Hydro Associates,44.1706,-72.0994
BP Carson Refinery,33.8153,-118.2358
Harbor Cogen,33.7771,-118.2303
Port Townsend Paper,48.0931,-122.7958
Lawrence Hydroelectric Associates,42.6994,-71.1653
Bowman,39.448352,-120.653417
GPS Cabazon Wind LLC,33.914986,-116.71026
Edom Hills Project 1 LLC,33.881667,-116.460278
Rosemary Power Station,36.4517,-77.6594
Oklahoma Cogeneration Project,35.439722,-97.625
Pacific-Ultrapower Chinese Station,37.874056,-120.477556
Eagle Point Power Generation,39.8746,-75.1592
Settlers Hill Gas Recovery,41.871914,-88.287721
New Milford Gas Recovery,41.547671,-73.425237
Monroe Livingston Gas Recovery,42.9903,-77.8011
Milam Gas Recovery,38.6603,-90.1317
High Acres Gas Recovery,43.081667,-77.381667
DFW Gas Recovery,33.019646,-96.961986
Chestnut Ridge Gas Recovery,36.1172,-84.0317
Altamont Gas Recovery,37.749308,-121.649866
CSL Gas Recovery,26.287966,-80.166526
CID Gas Recovery,41.658794,-87.577716
Lake Gas Recovery,42.10625,-87.813738
Metro Gas Recovery,42.850556,-88.069722
Omega Hills Gas Recovery,43.1922,-88.1597
Stowe Power Production Plant,40.27244,-75.670351
Saint Johns Health Center,34.030318,-118.47844
Westwood Generation LLC,40.6191,-76.45
McKittrick Limited,35.319503,-119.661992
Mosinee Mill,44.7881,-89.6917
TXU Sweetwater Generating Plant,32.492831,-100.364973
Flambeau River Papers,45.9356,-90.4472
Central Power Plant,41.744973,-71.458415
Berry Cogen Tanne Hills 18,35.089829,-119.440881
Gaviota Oil Plant,34.475067,-120.205107
"Torrance Refining Company, LLC",33.85336,-118.33
ExxonMobil Beaumont Refinery,30.0636,-94.0753
Chalmette Refining LLC,29.9383,-89.97
ExxonMobil Oil Joliet Refinery,41.4167,-88.1833
Paulsboro Refinery,39.84,-75.2583
Covanta Lake County Energy,28.740206,-81.889188
Covanta Marion Inc,45.048467,-122.962761
Covanta Stanislaus Energy,37.3853,-121.141
Mosaic Co Bartow Facility,27.908,-81.9185
Brainerd Public Utilities,46.3758,-94.1817
Clearwater Paper IPP Lewiston,46.423056,-116.976389
Clearwater Paper APP CB,33.7061,-91.2371
Sappi Cloquet Mill,46.7243,-92.4298
Covanta Indianapolis Energy,39.734456,-86.189075
Covanta Bristol Energy,41.6492,-72.9153
Covanta Babylon Inc,40.7348,-73.3868
ReEnergy Stratton LLC,45.140614,-70.425577
Lyonsdale Associates,43.618874,-75.30546
Steamboat Hills LP,39.37,-119.766944
Huntington Resource Recovery Facility,40.8814,-73.2906
Montgomery County Resource Recovery,39.2006,-77.4556
Covanta Fairfax Energy,38.695,-77.2411
Covanta Tulsa Renewable Energy LLC,36.1319,-96.0181
Covanta Haverhill,42.765,-71.1242
Onondaga County Resource Recovery,43.0047,-76.1149
Covanta Alexandria/Arlington Energy,38.8014,-77.1288
Pasco Cnty Solid Waste Resource Recovery,28.3681,-82.5583
Municipal Cogen Plant,33.8247,-116.5106
Gardiner,44.221796,-69.785675
San Gorgonio Westwinds II LLC,33.934,-116.5781
Plant No 1 Orange County,33.6942,-117.9381
Pumpkin Hill,45.1868,-68.4649
Lilliwaup Falls Generating,47.4706,-123.1153
Salmon Falls,43.226977,-70.810888
Somersworth Lower Great Dam,43.251111,-70.840833
JM Shafer Generating Station,40.0986,-104.7736
Thermo Greeley,40.4406,-104.6863
University of Alaska Fairbanks,64.854171,-147.822075
Huntington Falls,44.0703,-73.1961
Notch Butte Hydro,42.954384,-114.462563
Tazewell Gas Recovery,40.6817,-89.5167
BP Naperville Cogeneration Facility,41.8108,-88.1486
ExxonMobil Garden City Gas Plant,29.7,-91.55
Clairton Works,40.3097,-79.8819
Mon Valley Works,40.3925,-79.8564
Gary Works,41.622426,-87.328936
Exeter Energy LP,41.712448,-71.822251
Pinetree Power Tamworth,43.835833,-71.1967
Pontook Hydro Facility,44.632842,-71.24742
Starrett City Cogen Facility,40.6492,-73.8792
Sterling Power Plant,43.080338,-75.600963
Agnews Power Plant,37.4058,-121.9272
Coalinga Cogeneration Facility,36.170317,-120.364084
Southeast Kern River Cogen,35.4206,-118.9644
South Belridge Cogeneration Facility,35.438611,-119.7075
Oak Creek Energy Systems I,35.043889,-118.276388
New Hogan Power Plant,38.149582,-120.814942
Pejepscot Hydroelectric Project,43.957448,-70.024158
West End Dam Hydroelectric Project,43.98289,-75.620583
Empire,40.3714,-119.4092
Ormesa IH,32.7842,-115.2475
Steamboat 1,39.3939,-119.7537
Ormesa IE,32.8041,-115.2475
Stillwater Facility,39.547537,-118.555613
Ormesa I,32.8156,-115.2568
Forestport,43.442468,-75.215946
Viking Energy of McBain,44.204,-85.2206
Viking Energy of Lincoln,44.68,-83.4167
Telogia Power,30.3349,-84.8182
Panther Creek Energy Facility,40.8556,-75.8781
Taylor Energy Partners LP,41.387778,-75.717222
Lafayette Energy Partners LP,41.175,-74.7631
Parlin Power Plant,40.460717,-74.327161
Seminole Mill,30.4178,-81.5978
Port Wentworth Mill,32.1561,-81.1586
Florence Mill,34.1497,-79.5606
WestRock Panama City Mill,30.141984,-85.621103
Westrock Hodge (LA),32.2752,-92.7277
Hopewell Mill,37.2914,-77.2816
Optim Energy Altura Cogen LLC,29.8161,-95.10773
Dyer Road,37.7392,-121.4322
ESI Project,37.739167,-121.432222
East Winds Project,33.890913,-116.541515
Mojave 16,35.045,-118.2642
Mojave 18,35.046,-118.2757
Tres Vaqueros Wind Farms LLC,37.771944,-121.74
Twin Falls Hydro,47.444554,-121.687812
Nove Power Plant,37.9676,-122.382
Chicopee Hydroelectric Station,42.159595,-72.58279
TES Filer City Station,44.217299,-86.28905
Southeast Resource Recovery,33.759236,-118.239922
Gramercy Holdings LLC,30.054,-90.6693
PE Berkeley,37.870331,-122.26337
OLS Energy Chino,33.989626,-117.680911
CSUCI Site Authority,34.161951,-119.047916
Elmwood Park Power LLC,40.905337,-74.130448
Hillsborough County Resource Recovery,27.954901,-82.340469
Lancaster County Resource Recovery,40.0711,-76.6436
Kent County Waste to Energy Facility,42.949575,-85.693209
Sargent Canyon Cogeneration,35.9359,-120.8408
Salinas River Cogeneration,35.9515,-120.8679
Wheelabrator Claremont Facility,43.344,-72.3773
Wheelabrator Concord Facility,43.2866,-71.5769
McKay Bay Facility,27.949528,-82.421182
Wheelabrator Norwalk Energy,33.924898,-118.067853
Wheelabrator North Andover,42.7262,-71.1219
Wheelabrator Millbury Facility,42.2214,-71.7669
Wheelabrator Frackville Energy,40.782377,-76.176184
Wheelabrator Saugus,42.447,-70.9804
Wheelabrator Shasta,40.428329,-122.279248
Wheelabrator Westchester,41.277129,-73.942344
Wheelabrator Bridgeport,41.1625,-73.2083
Pinellas County Resource Recovery,27.8733,-82.6741
Wheelabrator Gloucester LP,39.8733,-75.1381
Spokane Waste to Energy,47.626327,-117.50424
Wheelabrator South Broward,26.0687,-80.1986
Northampton Generating Company LP,40.6917,-75.4792
Ivy River Hydro,35.771627,-82.61827
El Dorado Hydro Elk Creek,45.217784,-116.31577
Rock Creek LP,38.78342,-120.778506
Allegheny No. 5 Hydro Station,40.682875,-79.665298
Allegheny No 6 Hydro Station,40.716389,-79.577222
Bypass,42.560876,-114.057461
S E Hazelton A,42.586701,-114.067537
Allegheny Hydro No 8,40.896596,-79.478982
Allegheny Hydro No 9,40.955961,-79.550681
Covington Facility,37.799722,-79.9947
Sagamore Plant Cogeneration,40.4439,-86.86
Fox Metro Water Reclamation District,41.7128,-88.3522
Univ New Mexico Cogen Plant,35.120278,-106.609722
Ford Utilities Center,35.084078,-106.625191
Oswego County Energy Recovery,43.348808,-76.425169
Middle Fork Irrigation District,45.480701,-121.59984
Erie Coke,42.143919,-80.069581
Co-Gen LLC,44.458696,-118.720601
Yellowstone Energy LP,45.8117,-108.4278
Des Moines Wastewater Reclamation Fac,41.573415,-93.557743
Rhinelander Mill,45.6394,-89.4205
Caterpillar,40.4175,-86.8447
Winnebago County Landfill Gas,44.083,-88.5411
William Beaumont Hospital,42.5175,-83.1919
Galesville Project,42.8489,-123.1778
Lagoon Cogeneration Facility,40.9872,-111.8983
Hardee Power Station,27.6364,-81.9636
Wheelabrator Martell,38.367222,-120.804444
Sunnyside Cogen Associates,39.5472,-110.3917
Saint Francis Hospital,42.0242,-87.6847
Rousselot Inc,42.521747,-70.938657
Bowater Newsprint Calhoun Operation,35.2964,-84.7569
Union County Resource Recovery,40.601264,-74.266372
Slate Creek,40.976859,-122.456251
Naval Hospital Medical Center,32.7261,-117.1464
Amedee Geothermal Venture I,40.300833,-120.105
Toledo Ref Power Recovery Train,41.6325,-83.5042
Bellmeade Power Station,37.4964,-77.4317
MU Combined Heat and Power Plant,38.9461,-92.3328
Tropicana Products Bradent,27.483358,-82.548341
Marsh Valley Development,42.625972,-112.149344
Motiva Enterprises Port Arthur Refinery,29.888462,-93.950984
Scrubgrass Generating Plant,41.2691,-79.8134
Indiantown Cogeneration LP,27.0389,-80.5125
Carr Street Generating Station,43.06132,-76.08239
Siphon Power Project,44.033022,-121.3297
Solano County Cogen Plant,38.2494,-122.0394
Rock Creek I,42.632483,-114.538769
Marathon Electric,44.9783,-89.6328
Co-Gen II LLC,42.961126,-123.359138
Gallup Refinery,35.488289,-108.426497
Aziscohos Hydroelectric Project,44.9439,-70.9975
Enterprise Sugar Factory,29.903611,-91.725556
Ryegate Power Station,44.2131,-72.0572
Ocean State Power,42.009722,-71.668909
West Delaware Tunnel Plant,41.859601,-74.510259
Little Falls Hydro,43.040335,-74.850621
Hofstra University,40.7139,-73.6003
MacArthur Waste to Energy Facility,40.7869,-73.1064
Plaquemine Operations,30.318611,-91.2325
LaO Energy Systems,30.3186,-91.2325
Mecklenburg Power Station,36.6,-78.53
Lee County Solid Waste Energy,26.631549,-81.760656
Terra-Gen Dixie Valley,39.9663,-117.8557
Doswell Energy Center,37.820805,-77.446246
ITT Cogen Facility,41.83442,-87.628465
Rhode Island Hospital,41.8103,-71.41
Dartmouth Power Associates LP,41.6731,-70.9994
Puna Geothermal Venture I,19.478976,-154.888362
Alliance Refinery,29.6833,-89.975
Moretown Generating Station,44.285945,-72.710324
Bunge Oil,41.15461,-87.85478
Yough Hydro Power,39.801637,-79.368214
Quail Creek Hydro Plant #1,37.1854,-113.3583
Vanderbilt University Power Plant,36.145896,-86.803833
Clifton Dam 3 Power Station,34.9953,-81.8344
I 95 Municipal Landfill Phase I,38.6892,-77.2375
Rapidan Hydro Facility,44.092689,-94.108817
Nassau Energy Corp,40.7264,-73.5892
Herkimer,43.033577,-74.983391
Ogdensburg,44.704089,-75.487049
Hartford Hospital Cogeneration,41.7631,-72.6733
Martinez Sulfuric Acid Regeneration Plt,38.0314,-122.1139
Dominguez Plant,33.8431,-118.2347
Houston Plant,29.71977,-95.270562
Great Falls Hydro Project,40.915319,-74.180986
Point Comfort Operations,28.652709,-96.559997
Sandow No 5,30.5681,-97.0614
Radford Army Ammunition Plant,37.180441,-80.542767
UCLA So Campus Cogen Project,34.0692,-118.4439
McKittrick Cogen,35.3161,-119.6597
Lost Hills Cogeneration Plant,35.666111,-119.766944
North Midway Cogen,35.2761,-119.5986
Cymric 31X Cogen,35.3639,-119.6592
Cymric 6Z Cogen,35.346102,-119.643431
Coalinga 6C Cogen,36.2097,-120.3828
Taft 26C Cogen,35.1133,-119.4706
Coalinga 25D Cogen,36.1556,-120.3972
Elizabeth River Power Station,36.775,-76.3083
Texas City Power Plant,29.378697,-94.943829
Celanese Acetate LLC,37.3439,-80.765
New York Methodist Hospital,40.6679,-73.9787
Kern River Fee B Cogen,35.440481,-119.007726
Kern River Fee A Cogen,35.459849,-119.013573
Kern River Fee C Cogen,35.464253,-118.996337
Berry Placerita Cogen,34.38407,-118.494882
Plant No 2 Orange County,33.6433,-117.9556
Cymric 36W Cogen,35.3633,-119.6756
Richmond Refinery TG800,37.932222,-122.389722
Philadelphia Refinery,39.9058,-75.2122
Kern River Eastridge Cogen,35.4406,-118.9617
Richmond Cogen,37.9418,-122.3909
Ingredion Stockton,37.9128,-121.2614
Multitrade of Pittsylvania LP,37.104141,-79.276958
Freeport Energy,28.991289,-95.407481
Wasson CO2 Removal Plant,33.009944,-102.756945
Elk Basin Gasoline Plant,44.9806,-108.8428
Whiting Refinery,41.6703,-87.4803
Power Station 3,29.379444,-94.916666
Power Station 4,29.378164,-94.92195
Tesoro Mandan Cogeneration Plant,46.8492,-100.8808
Steamboat 1A Power Plant,39.3939,-119.7537
International Paper Prattville Mill,32.4187,-86.4718
Mojave 4,35.0506,-118.2572
Mojave 3,35.068,-118.2898
Mojave 5,35.076,-118.2487
C P Kelco San Diego Plant,32.6947,-117.1436
Elkton,38.3836,-78.6528
West Point (PA),40.220453,-75.301645
International Paper Eastover Facility,33.8872,-80.6397
International Paper Franklin Mill,36.6803,-76.9128
Lacomb Irrigation District,44.597518,-122.685441
Aidlin Geothermal Power Plant,38.8339,-122.881
Victory Garden Phase IV LLC,35.076,-118.3664
Terra-Gen 251 Wind LLC,35.0853,-118.3547
85 A,35.1011,-118.3372
85 B,35.1011,-118.3372
Helzel & Schwarzhoff 88 Wind Farm,35.0908,-118.3936
Collins Facility,42.1569,-72.4227
Riverbay,40.869972,-73.824437
Midway Sunset Cogen,35.2269,-119.6294
Upper Barker,44.08687,-70.229294
Conemaugh Hydro Plant,40.46439,-79.365703
Soda Lake Geothermal No I II,39.557,-118.8383
CITGO Refinery Powerhouse,30.1826,-93.3234
C R Wing Cogen Plant,32.273178,-101.422386
Tesoro Kenai Cogeneration Plant,60.677,-151.3815
Yuba City Cogen Partners,39.13667,-121.639846
Falls Creek,44.396815,-122.350246
Delaware City Plant,39.5871,-75.6343
"Otay Landfill Gas, LLC",32.5983,-117.0178
"WestRock Southeast, LLC.",32.5036,-82.8443
Broadwater Power Project,46.12061,-111.407656
MM West Covina,34.033206,-117.906129
San Gabriel Hydro Project,34.204311,-117.855714
Wheelabrator North Broward,26.2878,-80.1581
Rensselaer Cogen,42.625325,-73.749955
Geo East Mesa II,32.7757,-115.2637
Lockport Energy Associates LP,43.161947,-78.744971
University of Illinois Cogen Facility,41.8675,-87.6524
Glines Hydroelectric Project,48.0022,-123.6002
Elwha Hydroelectric Project,48.0949,-123.5574
Pawtucket Power Associates,41.861531,-71.406856
Riverview Energy Systems,42.166106,-83.212903
Indeck Olean Energy Center,42.085944,-78.45425
Spruance Genco LLC,37.4556,-77.4308
Androscoggin Mill,44.506273,-70.239474
International Paper Georgetown Mill,33.360185,-79.302573
Mansfield Mill,32.1575,-93.5562
International Paper Riverdale Mill,32.426016,-86.870912
International Paper Texarkana Mill,33.2553,-94.0696
Kaukauna Paper Mill,44.2826,-88.2534
Ticonderoga Mill,43.891437,-73.396998
International Paper Vicksburg Mill,32.5292,-90.7742
Georgia-Pacific Cedar Springs,31.166,-85.0951
Port Edwards Mill,44.3364,-89.8672
Ashdown,33.6417,-94.1083
Second Imperial Geothermal,32.7144,-115.5356
Kennedy International Airport Cogen,40.6417,-73.7778
Mechanic Falls,44.111236,-70.390673
Pittsfield Hydro,44.721371,-69.411992
Fortistar North Tonawanda,43.0483,-78.8539
Great Lakes Hydro America - ME,45.647179,-68.704368
Hillcrest Pump Station,39.6419,-104.9138
Hydro Kennebec Project,44.563031,-69.619162
Stony Brook Cogen Plant,40.916833,-73.129056
Iowa State University,42.0275,-93.6394
Upper Androscoggin,44.087963,-70.212368
Mississippi Baptist Medical Center,32.3133,-90.1797
ArcelorMittal Warren,41.2119,-80.8176
American Crystal Sugar Hillsboro,47.437562,-97.06311
American Crystal Sugar Moorhead,46.9026,-96.76112
American Crystal Sugar Crookston,47.76468,-96.633375
American Crystal Sugar Drayton,48.593158,-97.17608
American Crystal Sugar East Grand Forks,47.927202,-97.007153
U S Alliance Coosa Pines,33.328107,-86.356825
Blanco Compressor Station,36.731111,-107.962778
Franklin Heating Station,44.020576,-92.465599
Gillette SBMC,42.3436,-71.0559
Erving Paper Mills,42.5983,-72.3875
Pfizer Groton Plant,41.3315,-72.0786
Stockton Biomass,37.943633,-121.330433
Naval Submarine Base Kings Bay,30.7917,-81.5333
Louisiana Tech University Power Plant,32.5256,-92.6497
Alvarado Hydro Facility,32.7814,-117.0411
Smith Falls Hydro Project,48.573403,-116.332682
Newman (PA),40.013993,-75.05283
Opal Springs Hydro,44.49004,-121.298812
Westwind Trust,33.9683,-116.5347
Warm Springs Hydro Project,38.722141,-123.011188
Saint Marys Hospital Power Plant,44.09785,-92.479815
Akron Recycle Energy Plant,41.073336,-81.530642
Koma Kulshan Associates,48.680178,-121.723294
March Point Cogeneration,48.4708,-122.56
Saguaro Power,36.0417,-115.0117
Univ of NC Chapel Hill Cogen Facility,35.9069,-79.0617
Interstate Paper LLC Riceboro,31.741629,-81.407856
Lee Creek Water Treatment Facility,35.484488,-94.392858
Hastings City Hydroelectric,44.760249,-92.867743
Inforum,33.7533,-84.3889
West Group Data Center,44.8256,-93.1139
Biola University,33.906953,-118.013105
Coram Energy LLC (ECT),35.0583,-118.3417
Coram Energy LLC,35.075,-118.3417
CTV Power Purchase Contract Trust,35.0583,-118.3083
Colebrook Hydroelectric,42.007778,-73.0356
Goodwin Hydroelectric,41.988611,-73.0194
Birchwood Power,38.2667,-77.3147
Westward Seafoods,53.858508,-166.55288
Wilson Lake Hydroelectric Project,42.628889,-114.174722
Three Forks Water Power Project,40.199822,-123.523145
Galesburg,40.9,-90.3333
Archer Daniels Midland Little Rock,34.7,-92.199722
Archer Daniels Midland Taylorville,39.599722,-89.3
Archer Daniels Midland Southport,33.9397,-77.9905
General Chemical,41.5933,-109.7542
Goodyear Beaumont Chemical Plant,29.9728,-94.2142
Sibley Mill,33.487881,-81.99252
CNN Center,33.759167,-84.395
Ocean State Power II,42.0099,-71.6701
Westhollow Technology Center,29.726017,-95.638249
Bucknell University,40.955015,-76.878843
Morton Salt Rittman,40.9692,-81.7756
NRG Energy San Diego,32.7149,-117.1689
Rio Grande Valley Sugar Growers,26.269683,-97.867012
Norway Point Hydropower Project,45.1025,-83.5189
Four Mile Hydropower Project,45.0933,-83.5025
Ninth Street Hydropower Project,45.0717,-83.4381
Terminus Hydroelectric Project,36.4156,-119.0069
Howard F Curren Advncd Wastewater Plant,27.9389,-82.4389
Nevada Cogen Associates 2 Black Mountain,36.2253,-114.8783
Nevada Cogen Assoc#1 GarnetVly,36.343229,-114.920686
Chace Mill Winooski One,44.49,-73.1875
Graphic Packaging International Augusta Mill,33.328259,-81.953078
Fuyao Glass Illinois Inc.,39.77896,-88.901629
"Shelby, NC",35.3264,-81.6292
Works 4,34.003489,-98.553539
Orange Cogeneration Facility,27.87082,-81.825061
University of Colorado,40.00759,-105.269204
Sinclair Oil Refinery,41.77952,-107.10972
EHC West Hopkinton,43.1897,-71.7483
Kinneytown New Old,41.3686,-73.0856
Little Wood Hydro Project,43.425228,-114.025597
Weeks Falls,47.43348,-121.6483
Kamaoa Wind Farm,18.992222,-155.668056
Alice Falls Hydro Project,44.519153,-73.464752
BJ Gas Recovery,33.93,-84.2378
Dry Creek Project,44.027444,-112.719439
Stillwater Hydro Electric Project,42.937465,-73.654393
Capitol Heat and Power,43.078512,-89.377261
Waupun Correctional Central Heating Plt,43.6233,-88.7297
UW Madison Charter Street Plant,43.07,-89.4006
Dartmouth College Heating Plant,43.701916,-72.286735
Western Power & Steam Inc,35.440539,-119.012861
John Deere Dubuque Works,42.5734,-90.6926
Cadillac Renewable Energy,44.26169,-85.435224
Rollinsford,43.236111,-70.817222
